Textos_espanol;sdg;words
Este artículo explora el potencial de hacer converger la teoría de la ecología política con la disciplina de la justicia ambiental como medio para promover acciones más efectivas de la sociedad civil contra los riesgos macroeconómicos, mientras analiza el caso de Sudáfrica. Tal convergencia podría resultar en un beneficio mutuo para ambas arenas que ya comparten un compromiso con la justicia. Mientras que la ecología política se ha centrado en perspectivas teóricas, que se aplican principalmente en áreas rurales, y examinó la justicia en un marco macroeconómico más amplio, la justicia ambiental se ha limitado a un enfoque empírico a nivel urbano local, que no puede vincular las luchas locales. a marcos políticos económicos más amplios. Además, ambas arenas generalmente ven a la sociedad civil como entidades coherentes que actúan contra el estado y la industria. Ambas disciplinas deben reevaluar las escalas geográficas y reconfigurar interpretaciones románticas de las acciones de la sociedad civil para lograr la justicia.;;['artículo', 'explorar', 'potencial', 'hacer', 'converger', 'teoría', 'ecología', 'política', 'disciplina', 'justicia', 'ambiental', 'medio', 'promover', 'acción', 'efectivo', 'sociedad', 'civil', 'riesgo', 'macroeconómico', 'mientras', 'analizar', 'caso', 'sudáfrica', 'tal', 'convergencia', 'poder', 'resultar', 'beneficio', 'mutuo', 'ambos', 'arena', 'compartir', 'compromiso', 'justicia', 'mientras', 'ecología', 'política', 'haber', 'centrar', 'perspectiva', 'teórico', 'aplicar', 'principalmente', 'área', 'rural', 'examinar', 'justicia', 'marco', 'macroeconómico', 'amplio', 'justicia', 'ambiental', 'haber', 'limitar', 'enfoque', 'empírico', 'nivel', 'urbano', 'local', 'poder', 'vincular', 'lucha', 'local', 'marco', 'político', 'económico', 'amplio', 'además', 'ambos', 'arena', 'generalmente', 'ver', 'sociedad', 'civil', 'entidad', 'coherente', 'actuar', 'industria', 'ambos', 'disciplina', 'deber', 'reevaluar', 'escala', 'geográfico', 'reconfigurar', 'interpretación', 'romántico', 'acción', 'sociedad', 'civil para', 'lograr', 'justicia']
Los siguientes son algunos ejemplos prácticos de acciones que se pueden implementar para mejorar la eficiencia energética. La resiliencia climática también debe incluirse para garantizar que estos edificios energéticamente eficientes estén ubicados lejos del aumento del nivel del mar, las marejadas ciclónicas y las inundaciones, y puedan resistir ciclones. Estos podrían ser obligatorios para las viviendas nuevas.;;['siguiente', 'ser', 'alguno', 'ejemplo', 'práctico', 'acción', 'poder', 'implementar', 'mejorar', 'eficiencia', 'energético', 'resiliencia', 'climático', 'deber', 'incluir', 'garantizar', 'edificio', 'energéticamente', 'eficiente', 'ubicado', 'lejos', 'aumento', 'nivel', 'mar', 'marejada', 'ciclónico', 'inundación', 'poder', 'resistir', 'ciclón', 'poder', 'ser', 'obligatorio', 'vivienda', 'nuevo']
El liberalismo es una de las dos grandes tradiciones filosóficas progresistas que surgieron de la Ilustración europea, siendo la otra el marxismo. Sus ideas han tenido un profundo impacto en la configuración política de todas las sociedades industriales modernas. El liberalismo ha defendido el gobierno limitado y la racionalidad científica, creyendo que las personas deben estar libres del poder estatal arbitrario, la persecución y la superstición. Ha defendido la libertad política, la democracia, los derechos humanos y constitucionalmente garantizados, y privilegiado la libertad del individuo y la igualdad ante la ley. El liberalismo también ha defendido la competencia individual en la sociedad civil y afirmado que el capitalismo de mercado promueve mejor el bienestar general de todos mediante la asignación más eficiente de los recursos escasos. En la medida en que sus ideas se han realizado en las transiciones democráticas recientes en ambos hemisferios y se han manifestado en la globalización de la economía mundial, el liberalismo sigue siendo una doctrina poderosa e influyente.;;['liberalismo', 'ser', 'dos', 'grande', 'tradición', 'filosófico', 'progresista', 'surgir', 'ilustración', 'europeo', 'ser', 'marxismo', 'idea', 'haber', 'tener', 'profundo', 'impacto', 'configuración', 'política', 'sociedad', 'industrial', 'moderno', 'liberalismo', 'haber', 'defender', 'gobierno', 'limitado', 'racionalidad', 'científico', 'creer', 'persona', 'deber', 'libre', 'poder', 'estatal', 'arbitrario', 'persecución', 'superstición', 'haber', 'defender', 'libertad', 'política', 'democracia', 'derecho', 'humanos', 'constitucionalmente', 'garantizado', 'privilegiado', 'libertad', 'individuo', 'igualdad', 'ley', 'liberalismo', 'haber', 'defender', 'competencia', 'individual', 'sociedad', 'civil', 'afirmar', 'capitalismo', 'mercado', 'promover', 'mejor', 'bienestar', 'general', 'mediante', 'asignación', 'eficiente', 'recurso', 'escaso', 'medida', 'idea', 'haber', 'realizar', 'transición', 'democrático', 'reciente', 'ambos', 'hemisferio', 'haber', 'manifestar', 'globalización', 'economía', 'mundial', 'liberalismo', 'seguir', 'ser', 'doctrina', 'poderoso', 'influyente']
Este es el segundo artículo de una serie de dos partes que establece un marco para evaluar la ley en lo que afecta los derechos a la libertad y la seguridad de las personas con deficiencias intelectuales y cognitivas. Este artículo utiliza el enfoque basado en los derechos desarrollado en el primer artículo para establecer una metodología para evaluar la gama de formas en que se puede hacer o interpretar la ley en esta área. La metodología considera la adjudicación de los derechos de derecho consuetudinario por parte de los tribunales, la interpretación judicial de los estatutos y la elaboración de las leyes. Las áreas clave de la ley consideradas son aquellas que permiten la detención y el uso de prácticas restrictivas para 'comportamientos desafiantes' o 'comportamientos preocupantes'. El artículo concluye argumentando que un enfoque basado en los derechos y un método para evaluar cómo se aplica la ley es esencial para garantizar que un estado de derecho 'grueso' pueda proteger y promover los derechos e intereses de las personas con discapacidades intelectuales y cognitivas.;;['ser', 'segundo', 'artículo', 'serie', 'dos', 'parte', 'establecer', 'marco', 'evaluar', 'ley', 'afectar', 'derecho', 'libertad', 'seguridad', 'persona', 'deficiencia', 'intelectual', 'cognitivo', 'artículo', 'utilizar', 'enfoque', 'basado', 'derecho', 'desarrollado', 'primero', 'artículo', 'establecer', 'metodología', 'evaluar', 'gama', 'forma', 'poder', 'hacer', 'interpretar', 'ley', 'área', 'metodología', 'considerar', 'adjudicación', 'derecho', 'derecho', 'consuetudinario', 'parte', 'tribunal', 'interpretación', 'judicial', 'estatuto', 'elaboración', 'ley', 'área', 'clave', 'ley', 'considerar', 'ser', 'aquel', 'permitir', 'detención', 'uso', 'práctica', 'restrictivo', 'comportamiento', 'desafiante', 'comportamiento', 'preocupante', 'artículo', 'concluir', 'argumentar', 'enfoque', 'basado', 'derecho', 'método', 'evaluar', 'cómo', 'aplicar', 'ley', 'ser', 'esencial', 'garantizar', 'derecho', 'grueso', 'poder', 'proteger', 'promover', 'derecho', 'interés', 'persona', 'discapacidad', 'intelectual', 'cognitivo']
"Este artículo discutirá la manera en que el derecho internacional trata los delitos de violencia sexual cometidos contra los hombres durante los conflictos armados. Hasta la fecha, la violencia sexual contra los hombres ha recibido poca atención por parte de la comunidad internacional; en cambio, se centra casi exclusivamente en las mujeres; sin embargo, en los conflictos armados de todo el mundo, la violencia sexual también se perpetra contra los hombres. El ejemplo de la tortura demuestra las debilidades actuales en las disposiciones pertinentes para los actos de violencia sexual en general y los actos de violencia sexual cometidos contra los hombres en particular. Sostengo que los tribunales penales internacionales deberían abordar la violencia sexual de manera más amplia, incluso contra los hombres. Sin embargo, en lugar de adoptar un enfoque fragmentario que diferencie entre actos de violencia sexual sufridos por hombres y mujeres, las experiencias de violencia sexual de hombres en conflictos armados deben utilizarse para contribuir a comprender el problema más amplio de los delitos de género, de los cuales la violencia forma parte.";;['artículo', 'discutir', 'manera', 'derecho', 'internacional', 'tratar', 'delito', 'violencia', 'sexual', 'cometido', 'hombre', 'conflicto', 'armado', 'fecha', 'violencia', 'sexual', 'hombre', 'haber', 'recibir', 'atención', 'parte', 'comunidad', 'internacional', 'cambio', 'centrar', 'casi', 'exclusivamente', 'mujer', 'embargo', 'conflicto', 'armado', 'mundo', 'violencia', 'sexual', 'perpetrar', 'hombre', 'ejemplo', 'tortura', 'demostrar', 'debilidad', 'actual', 'disposición', 'pertinente', 'acto', 'violencia', 'sexual', 'general', 'acto', 'violencia', 'sexual', 'cometido', 'hombre', 'particular', 'sostener', 'tribunal', 'penal', 'internacional', 'deber', 'abordar', 'violencia', 'sexual', 'manera', 'amplio', 'incluso', 'hombre', 'embargo', 'lugar', 'adoptar', 'enfoque', 'fragmentario', 'diferenciar', 'acto', 'violencia', 'sexual', 'sufrido', 'hombre', 'mujer', 'experiencia', 'violencia', 'sexual', 'hombre', 'conflicto', 'armado', 'deber', 'utilizar', 'contribuir', 'comprender', 'problema', 'amplio', 'delito', 'género', 'violencia', 'formar', 'parte']
De hecho, las tarifas de alimentación en la energía fotovoltaica indujeron costes de reducción privados negativos, lo que explica el enorme aumento de las instalaciones de energía solar (McKinsey, 2007). Egert (2011) calcula los subsidios como las tarifas de alimentación de límite superior e inferior que exceden los precios de mercado multiplicadas por la producción de electricidad de una fuente de energía dada en 2009. El gráfico muestra el punto medio donde existe un rango de tarifas.;;['hecho', 'tarifa', 'alimentación', 'energía', 'fotovoltaico', 'inducir', 'coste', 'reducción', 'privado', 'negativo', 'explicar', 'enorme', 'aumento', 'instalación', 'energía', 'solar', 'mckinsey', 'dos mil siete', 'egert', 'dos mil once', 'calcular', 'subsidio', 'tarifa', 'alimentación', 'límite', 'superior', 'inferior', 'exceder', 'precio', 'mercado', 'multiplicado', 'producción', 'electricidad', 'fuente', 'energía', 'dado', 'dos mil nueve', 'gráfico', 'mostrar', 'punto', 'medio', 'existir', 'rango', 'tarifa', 's']
Este artículo da cuenta del desarrollo histórico y la elaboración contemporánea de los enfoques sociológicos del derecho constitucional. Argumenta que los últimos años han visto un amplio giro sociológico en la teoría constitucional, de modo que el constitucionalismo sociológico ahora forma un campo distinto de investigación legal. Esto se debe al aumento general de la importancia del constitucionalismo en diferentes sociedades nacionales de todo el mundo. Esto también se debe a la aparición de nuevos patrones de formación constitucional, tanto dentro como fuera de las sociedades nacionales, como resultado de la interacción entre el derecho constitucional nacional y el nacional. El artículo separa diferentes enfoques sociológico-constitucionales en dos categorías: aquellos con un enfoque principalmente nacional y aquellos con un enfoque principalmente transnacional. En general, sin embargo, afirma que el constitucionalismo sociológico está impulsado principalmente por el compromiso con el derecho transnacional, y las principales ideas en este campo se relacionan, de diferentes maneras, con p...;;['artículo', 'dar', 'cuenta', 'desarrollo', 'histórico', 'elaboración', 'contemporáneo', 'enfoque', 'sociológico', 'derecho', 'constitucional', 'argumentar', 'último', 'año', 'haber', 'ver', 'amplio', 'giro', 'sociológico', 'teoría', 'constitucional', 'modo', 'constitucionalismo', 'sociológico', 'ahora', 'formar', 'campo', 'distinto', 'investigación', 'legal', 'deber', 'aumento', 'general', 'importancia', 'constitucionalismo', 'diferente', 'sociedad', 'nacional', 'mundo', 'deber', 'aparición', 'nuevo', 'patrón', 'formación', 'constitucional', 'dentro', 'sociedad', 'nacional', 'resultado', 'interacción', 'derecho', 'constitucional', 'nacional', 'nacional', 'artículo', 'separar', 'diferente', 'enfoque', 'sociológico', 'constitucional', 'dos', 'categoría', 'aquel', 'enfoque', 'principalmente', 'nacional', 'aquel', 'enfoque', 'principalmente', 'transnacional', 'general', 'embargo', 'afirmar', 'constitucionalismo', 'sociológico', 'impulsado', 'principalmente', 'compromiso', 'derecho', 'transnacional', 'principal', 'idea', 'campo', 'relacionar', 'diferente', 'manera', 'p']
La violencia policial no es infrecuente en Estados Unidos, y el riesgo de que la policía mate a civiles es considerablemente más alto aquí que en países similares, lo que lo convierte en un importante problema de salud pública. Para los afroamericanos, el riesgo es significativamente mayor. En este estudio, analizamos los determinantes políticos de los asesinatos policiales de estadounidenses negros, con un enfoque específico en la corrupción en los estados estadounidenses. Nuestra evidencia sugiere que la policía puede matar a estadounidenses negros con impunidad debido a la falta de rendición de cuentas, ejemplificada por la corrupción, que está determinada en gran medida por influencias políticas. Nuestros hallazgos apuntan a formas en las que la responsabilidad por la violencia y los asesinatos policiales está profundamente arraigada e influenciada por los valores de la sociedad en general.;;['violencia', 'policial', 'ser', 'infrecuente', 'unidos', 'riesgo', 'policía', 'matar', 'civiles', 'ser', 'considerablemente', 'alto', 'aquí', 'país', 'similar', 'convertir', 'importante', 'problema', 'salud', 'público', 'afroamericano', 'riesgo', 'ser', 'significativamente', 'mayor', 'estudio', 'analizar', 'determinante', 'político', 'asesinato', 'policial', 'estadounidense', 'negro', 'enfoque', 'específico', 'corrupción', 'estadounidense', 'evidencia', 'sugerir', 'policía', 'poder', 'matar', 'estadounidense', 'negro', 'impunidad', 'debido', 'falta', 'rendición', 'cuenta', 'ejemplificado', 'corrupción', 'determinado', 'gran', 'medida', 'influencia', 'político', 'hallazgo', 'apuntar', 'forma', 'responsabilidad', 'violencia', 'asesinato', 'policial', 'profundamente', 'arraigado', 'influenciado', 'valor', 'sociedad', 'general']
La prevalencia del conflicto entre los adolescentes es muy común. A veces los adolescentes utilizan la violencia para manejar los conflictos. Como tal, este problema debe ser abordado. Este estudio cuasi-experimental investigó la efectividad de la Consejería Centrada en la Resolución de Conflictos entre Pares (PCRC) en la promoción del comportamiento pacífico (no violencia y hostilidad, estrategias de resolución de conflictos y amistad pacífica) entre los adolescentes. Los participantes fueron 80 estudiantes de secundaria en Mataram, Indonesia. Los instrumentos utilizados fueron el Cuestionario de Agresión (AQ) para la no violencia y la hostilidad, el Perfil Dinámico de Conflicto (CDP) para la estrategia de resolución de conflictos y la Escala del Cuestionario de Habilidades de Relaciones Humanas para medir la amistad pacífica. Los resultados mostraron que el grupo experimental obtuvo puntajes significativamente más altos que el grupo de control en comportamiento pacífico. Esto implica que la consejería, en particular PCRC, fue eficaz para promover un comportamiento pacífico entre los adolescentes.;;['prevalencia', 'conflicto', 'adolescente', 'ser', 'común', 'vez', 'adolescente', 'utilizar', 'violencia', 'manejar', 'conflicto', 'tal', 'problema', 'deber', 'ser', 'abordar', 'estudio', 'cuasi', 'experimental', 'investigar', 'efectividad', 'consejería', 'centrada', 'resolución', 'conflictos', 'pares', 'pcrc', 'promoción', 'comportamiento', 'pacífico', 'violencia', 'hostilidad', 'estrategia', 'resolución', 'conflicto', 'amistad', 'pacífico', 'adolescente', 'participante', 'ser', 'ochenta', 'estudiante', 'secundaria', 'mataram', 'indonesia', 'instrumento', 'utilizado', 'ser', 'cuestionario', 'agresión', 'eq', 'violencia', 'hostilidad', 'perfil', 'dinámico', 'conflicto', 'cdp', 'estrategia', 'resolución', 'conflicto', 'escala', 'cuestionario', 'habilidades', 'relaciones', 'humanas', 'medir', 'amistad', 'pacífico', 'resultado', 'mostrar', 'grupo', 'experimental', 'obtener', 'puntaje', 'significativamente', 'alto', 'grupo', 'control', 'comportamiento', 'pacífico', 'implicar', 'consejería', 'particular', 'pcrc', 'ser', 'eficaz', 'promover', 'comportamiento', 'pacífico', 'adolescente']
"RESUMENEl pensamiento de confianza pública (PTT) promete inspirar una gobernanza de la vida silvestre ecológica y socialmente responsable en los Estados Unidos, pero su aplicación no es sencilla. Describimos ocho desafíos amplios para la aplicación integral de PTT, que incluyen: aumentar la autoridad y la capacidad, superar la resistencia al cambio, lograr una consideración justa de todos los intereses públicos, facilitar una amplia participación pública y cumplir los compromisos con las generaciones futuras. Discutimos soluciones potenciales que incluyen: distribuir responsabilidades para la conservación de la vida silvestre pública entre entidades gubernamentales y no gubernamentales, adoptar una definición amplia de ""vida silvestre"", promover una interpretación inclusiva de PTT entre los profesionales de la vida silvestre pública, rejuvenecer las relaciones entre el público y las agencias de vida silvestre, y aumentar la participación pública y la rendición de cuentas en los procesos de toma de decisiones. Los esfuerzos para abordar los desafíos en contextos socioecológicos específicos deben ser liderados por personas que trabajen en esos...";;['resumenel', 'pensamiento', 'confianza', 'público', 'ptt', 'prometer', 'inspirar', 'gobernanza', 'vida', 'silvestre', 'ecológico', 'socialmente', 'responsable', 'unidos', 'aplicación', 'ser', 'sencillo', 'describir', 'ocho', 'desafío', 'amplio', 'aplicación', 'integral', 'ptt', 'incluir', 'aumentar', 'autoridad', 'capacidad', 'superar', 'resistencia', 'cambio', 'lograr', 'consideración', 'justo', 'interés', 'público', 'facilitar', 'amplio', 'participación', 'público', 'cumplir', 'compromiso', 'generación', 'futuro', 'discutir', 'solución', 'potencial', 'incluir', 'distribuir', 'responsabilidad', 'conservación', 'vida', 'silvestre', 'público', 'entidad', 'gubernamental', 'gubernamental', 'adoptar', 'definición', 'amplio', 'vida', 'silvestre', 'promover', 'interpretación', 'inclusivo', 'ptt', 'profesional', 'vida', 'silvestre', 'público', 'rejuvenecer', 'relación', 'público', 'agencia', 'vida', 'silvestre', 'aumentar', 'participación', 'público', 'rendición', 'cuenta', 'proceso', 'toma', 'decisión', 'esfuerzo', 'abordar', 'desafío', 'contexto', 'socioecológico', 'específico', 'deber', 'ser', 'liderado', 'persona', 'trabajar', 's']
"Los últimos años han sido testigos de cambios en los discursos y prácticas de la policía urbana hacia los 'delitos contra la calidad de vida' y la presencia de grupos no deseados (mendigos, consumidores de drogas) en los centros de las ciudades. Los autores argumentan que el cambio hacia un estilo de aplicación de la ley más de ""ley y orden"", a menudo denominado Vigilancia de Tolerancia Cero, debe examinarse no solo como un medio de prevención del delito, sino también en el contexto de la competencia interurbana. Por lo tanto, constituye un momento de la economía política urbana, a menudo denominado empresarialismo urbano: especialmente para las antiguas ciudades industriales, los centros urbanos seguros y limpios se consideran un activo necesario para la competencia y la promoción de la imagen. Estos argumentos se desarrollan mediante la discusión de dos estudios empíricos: Glasgow, Escocia y Essen, en la región del Ruhr en Alemania.";;['último', 'año', 'haber', 'ser', 'testigo', 'cambio', 'discurso', 'práctica', 'policía', 'urbano', 'hacia', 'delito', 'calidad', 'vida', 'presencia', 'grupo', 'deseado', 'mendigo', 'consumidor', 'droga', 'centro', 'ciudad', 'autor', 'argumentar', 'cambio', 'hacia', 'estilo', 'aplicación', 'ley', 'ley', 'orden', 'menudo', 'denominado', 'vigilancia', 'tolerancia', 'cero', 'deber', 'examinar', 'solo', 'medio', 'prevención', 'delito', 'sino', 'contexto', 'competencia', 'interurbano', 'constituir', 'momento', 'economía', 'política', 'urbano', 'menudo', 'denominado', 'empresarialismo', 'urbano', 'especialmente', 'antiguo', 'ciudad', 'industrial', 'centro', 'urbano', 'seguro', 'limpio', 'considerar', 'activo', 'necesario', 'competencia', 'promoción', 'imagen', 'argumento', 'desarrollar', 'mediante', 'discusión', 'dos', 'estudio', 'empírico', 'glasgow', 'escocia', 'essen', 'región', 'ruhr', 'alemani']
Para las fuentes renovables, como la eólica, la solar y la biomasa, una vez que se instala la capacidad, el uso del suelo ya no aumenta. Cuantas más horas al año una de estas fuentes funcione para generar electricidad, menor será el requisito de tierra por MWh (Fthenakis y Kim, 2009). Si bien todas las fuentes renovables comparten la cualidad de tener una ocupación constante del suelo a lo largo del tiempo de generación, la variación en los requisitos de suelo es mayor tanto cuantitativa como cualitativamente que entre las fuentes no renovables.;;['fuente', 'renovable', 'eólico', 'solar', 'biomasa', 'vez', 'instalar', 'capacidad', 'uso', 'suelo', 'aumentar', 'cuanto', 'hora', 'año', 'fuente', 'funcionar', 'generar', 'electricidad', 'menor', 'ser', 'requisito', 'tierra', 'mwh', 'fthenakis', 'kim', 'dos mil nueve', 'si', 'bien', 'fuente', 'renovable', 'compartir', 'cualidad', 'tener', 'ocupación', 'constante', 'suelo', 'largo', 'tiempo', 'generación', 'variación', 'requisito', 'suelo', 'ser', 'mayor', 'cuantitativo', 'cualitativamente', 'fuente', 'renovable', 's']
La protección constitucional de la libertad de expresión de Richard Moon es un estudio profundo y completo del derecho a la libertad de expresión en el derecho constitucional canadiense. Moon comienza destacando la importancia de la distinción entre la libertad de expresión como ideal moral o político y como derecho constitucional. El primero ciertamente informa al segundo. Pero la estructura general de la adjudicación constitucional también desempeñará un papel importante en la determinación de cómo se resuelven estos problemas y esto, a su vez, puede influir en nuestra comprensión del derecho como un ideal moral y político. Moon se enfoca en las decisiones canadienses más importantes sobre libertad de expresión que cubren una amplia gama de temas, desde la regulación de la expresión racista y la pornografía hasta el acceso a la propiedad estatal y privada.;;['protección', 'constitucional', 'libertad', 'expresión', 'richard', 'moon', 'ser', 'estudio', 'profundo', 'completo', 'derecho', 'libertad', 'expresión', 'derecho', 'constitucional', 'canadiense', 'moon', 'comenzar', 'destacar', 'importancia', 'distinción', 'libertad', 'expresión', 'ideal', 'moral', 'político', 'derecho', 'constitucional', 'primero', 'ciertamente', 'informar', 'segundo', 'estructura', 'general', 'adjudicación', 'constitucional', 'desempeñar', 'papel', 'importante', 'determinación', 'cómo', 'resolver', 'problema', 'vez', 'poder', 'influir', 'comprensión', 'derecho', 'ideal', 'moral', 'político', 'moon', 'enfocar', 'decisión', 'canadiense', 'importante', 'libertad', 'expresión', 'cubrir', 'amplio', 'gama', 'tema', 'regulación', 'expresión', 'racista', 'pornografía', 'acceso', 'propiedad', 'estatal', 'privado']
Esta sección revisa los instrumentos regulatorios existentes o previstos que contribuyen a promover la electricidad baja en carbono y discute sus méritos e impactos desde la perspectiva de los mercados de electricidad y las decisiones de inversión. En esta perspectiva, la credibilidad a largo plazo de los gobiernos para tener un precio alto del carbono será importante. Pero tanto la última cumbre dedicada al clima global Página | 26 Las negociaciones y las experiencias recientes del mercado de carbono sugieren que esto está lejos de ser el caso.;;['sección', 'revisar', 'instrumento', 'regulatorio', 'existente', 'previsto', 'contribuir', 'promover', 'electricidad', 'bajo', 'carbono', 'discutir', 'mérito', 'impacto', 'perspectiva', 'mercado', 'electricidad', 'decisión', 'inversión', 'perspectiva', 'credibilidad', 'largo', 'plazo', 'gobierno', 'tener', 'precio', 'alto', 'carbono', 'ser', 'importante', 'último', 'cumbre', 'dedicado', 'clima', 'global', 'página', 'veintiséis', 'negociación', 'experiencia', 'reciente', 'mercado', 'carbono', 'sugerir', 'lejos', 'ser', 'caso']
En este artículo, analizo emulaciones de la cultura legal estatal en el trabajo local y los arreglos de tenencia de la tierra entre los inmigrantes bugis en Kalimantan Oriental, Indonesia, para cuestionar los supuestos de un informe del Banco Mundial sobre la justicia no estatal en Indonesia. Me centro, en particular, en cómo y por qué los actores no estatales emulan aspectos de la gobernabilidad del estado para construir un nuevo ámbito de participación en la región y el estado, así como de derechos y ciudadanía. En contraste con las conclusiones alcanzadas por el Banco Mundial, encuentro que esta tendencia puede aumentar en lugar de reducir el pluralismo legal y no garantiza que los involucrados reconozcan el ideal del estado de derecho.;;['artículo', 'analizar', 'emulación', 'cultura', 'legal', 'estatal', 'trabajo', 'local', 'arreglo', 'tenencia', 'tierra', 'inmigrante', 'bugis', 'kalimantan', 'oriental', 'indonesia', 'cuestionar', 'supuesto', 'informe', 'banco', 'mundial', 'justicia', 'estatal', 'indonesia', 'centro', 'particular', 'cómo', 'actor', 'estatal', 'emular', 'aspecto', 'gobernabilidad', 'construir', 'nuevo', 'ámbito', 'participación', 'región', 'así', 'derecho', 'ciudadanía', 'contraste', 'conclusión', 'alcanzado', 'banco', 'mundial', 'encontrar', 'tendencia', 'poder', 'aumentar', 'lugar', 'reducir', 'pluralismo', 'legal', 'garantizar', 'involucrado', 'reconocer', 'ideal', 'derecho']
Este capítulo analiza las posiciones éticas y legales tradicionales sobre el tema del asesinato, pero por razones de espacio no abordará el uso del asesinato por parte del Estado contra actores no relacionados con el Estado, como por ejemplo, la práctica de asesinatos selectivos de Israel. vis-a-vis líderes de grupos de resistencia palestinos, circunscritos y analizados recientemente y sucintamente por la Corte Suprema de Israel, actuando como la Corte Suprema de Justicia, en el caso del Comité Público contra la Tortura en Israel y otros contra el Gobierno de Israel y otros, decidido el 11 de diciembre de 2005. También aborda el asesinato de Jefes de Estado extranjeros por las fuerzas de otro Estado. El capítulo presenta los resultados de un estudio piloto para un cuestionario que se realizó con el apoyo de algunos de los estudiantes de Durham en el curso de derecho penal internacional. Palabras clave: asesinato, derecho penal internacional, Israel, cuestionario;;['capítulo', 'analizar', 'posición', 'ético', 'legal', 'tradicional', 'tema', 'asesinato', 'razón', 'espacio', 'abordar', 'uso', 'asesinato', 'parte', 'actor', 'relacionado', 'ejemplo', 'práctica', 'asesinato', 'selectivo', 'israel', 'vis', 'vis', 'líder', 'grupo', 'resistencia', 'palestino', 'circunscrito', 'analizado', 'recientemente', 'sucintamente', 'corte', 'suprema', 'israel', 'actuar', 'corte', 'suprema', 'justicia', 'caso', 'comité', 'público', 'tortura', 'israel', 'gobierno', 'israel', 'decidido', 'once', 'diciembre', 'dos mil cinco', 'abordar', 'asesinato', 'jefes', 'extranjero', 'fuerza', 'capítulo', 'presentar', 'resultado', 'estudio', 'piloto', 'cuestionario', 'realizar', 'apoyo', 'alguno', 'estudiante', 'durham', 'curso', 'derecho', 'penal', 'internacional', 'palabras', 'clave', 'asesinato', 'derecho', 'penal', 'internacional', 'israel', 'cuestionario']
En su jurisprudencia constitucional sobre la raza, la Corte Suprema de los Estados Unidos somete las leyes que invocan explícitamente clasificaciones raciales a un escrutinio judicial muy detallado. La raza representa una bandera roja. Argumento que el uso del escrutinio estricto por parte del derecho constitucional se basa en una suposición peligrosa, a saber, que el racismo puede ser racional. Requerir tal escrutinio yerra perversamente del lado de considerar creíble y sensato lo que ya es infundado e irracional. A su vez, este mayor escrutinio pone en peligro la legislación correctiva, legislación que busca mejorar los efectos del racismo. Aquellos que favorecen la acción afirmativa se colocan innecesariamente en un aprieto constitucional. Aceptan un mayor escrutinio de las leyes racistas, un escrutinio que es innecesario dada la irracionalidad del racismo, y luego luchan contra él cuando defienden una legislación correctiva consciente de la raza. Sería mejor que rechazaran este escrutinio de plano, dejando un análisis de revisión racional para hacer el trabajo de distinción necesario.;;['jurisprudencia', 'constitucional', 'raza', 'corte', 'suprema', 'unidos', 'someter', 'ley', 'invocar', 'explícitamente', 'clasificación', 'racial', 'escrutinio', 'judicial', 'detallado', 'raza', 'representar', 'bandera', 'rojo', 'argumento', 'uso', 'escrutinio', 'estricto', 'parte', 'derecho', 'constitucional', 'basar', 'suposición', 'peligroso', 'saber', 'racismo', 'poder', 'ser', 'racional', 'requerir', 'tal', 'escrutinio', 'yerro', 'perversamente', 'lado', 'considerar', 'creíble', 'sensato', 'ser', 'infundado', 'irracional', 'vez', 'mayor', 'escrutinio', 'poner', 'peligro', 'legislación', 'correctivo', 'legislación', 'buscar', 'mejorar', 'efecto', 'racismo', 'aquel', 'favorecer', 'acción', 'afirmativo', 'colocar', 'innecesariamente', 'aprieto', 'constitucional', 'aceptar', 'mayor', 'escrutinio', 'ley', 'racista', 'escrutinio', 'ser', 'innecesario', 'dar', 'irracionalidad', 'racismo', 'luego', 'luchar', 'defender', 'legislación', 'correctivo', 'consciente', 'raza', 'ser', 'mejor', 'rechazar', 'escrutinio', 'plano', 'dejar', 'análisis', 'revisión', 'racional', 'hacer', 'trabajo', 'distinción', 'necesario']
